sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price,price_bucket_proxy
2107.0,2,2.7,8.25,2022,2,726300.0,711514.8
1943.8,2,2.5,3.52,2001,3,529700.0,518318.64
1889.5,3,3.4,2.72,1989,1,539200.0,527856.72
2307.1,3,2.9,5.54,2011,2,707500.0,693709.24
2378.8,2,2.2,8.79,2011,0,740500.0,725537.09
1734.7,3,2.8,3.17,1985,0,508900.0,498390.0
1712.1,3,3.1,1.71,2012,1,501700.0,490963.14
1862.5,1,1.8,4.21,2004,0,513800.0,502664.18
849.0,4,4.4,7.73,1988,1,484500.0,474458.4
1242.4,2,2.7,5.96,1978,1,444700.0,436250.03
2683.4,3,3.2,8.35,2006,0,811400.0,794893.46
2822.5,3,3.7,9.64,1967,3,882500.0,865050.24
1875.5,2,2.7,8.13,1982,0,616100.0,603476.47
2288.3,1,2.2,6.43,2012,2,642800.0,630263.43
2155.6,3,3.3,5.44,2001,1,670400.0,656816.12
3539.4,4,3.8,1.36,1994,3,836800.0,819448.06
2559.8,3,2.8,9.86,1990,2,824100.0,807483.52
1936.0,3,3.5,4.45,2012,2,621200.0,609693.0
1522.2,3,2.9,2.37,1994,2,483100.0,474332.94
1196.8,2,2.3,7.0,1991,0,430800.0,422427.27
2101.7,3,3.3,3.56,2017,3,634000.0,621251.47
1621.8,4,4.1,6.27,1964,2,559700.0,548657.95
1288.9,2,2.6,6.28,1975,2,489700.0,480064.43
1676.7,2,2.2,5.01,1976,2,518200.0,507816.06
1459.2,2,2.4,8.53,1991,1,578900.0,567542.47
2843.6,3,3.4,3.38,1997,2,724400.0,710016.11
2440.8,5,5.2,5.04,2017,1,730200.0,715438.01
1996.0,1,2.0,5.84,1991,2,582300.0,570056.37
2740.0,3,3.7,6.97,2023,0,813400.0,796901.97
2038.7,2,2.8,8.06,2011,3,718000.0,704039.76
1569.4,5,4.8,4.55,1979,0,526500.0,515954.27
2761.6,2,2.2,6.81,2007,1,786800.0,771214.14
2269.5,3,3.4,2.36,2015,2,607500.0,595208.49
1481.4,3,3.4,9.39,1961,2,613500.0,600700.2
1904.8,3,3.4,4.45,1979,2,567400.0,555932.69
1562.2,3,3.2,7.57,2006,1,603300.0,590722.77
1308.6,2,2.5,1.18,1977,0,352100.0,344514.86
2463.1,3,3.1,2.85,1960,2,598300.0,586936.82
2954.7,2,2.5,5.38,2017,3,791800.0,775753.96
1300.7,2,2.2,8.9,1988,2,558300.0,546763.26
2281.5,3,3.6,5.75,1988,1,710900.0,697490.98
1674.7,2,2.2,9.37,1978,3,623500.0,611437.49
1756.4,2,2.1,5.35,2003,1,580200.0,568410.25
1703.8,3,3.2,5.41,1999,2,606700.0,594779.82
1568.0,5,4.9,2.08,1965,1,480500.0,470772.11
2024.3,3,3.2,8.22,2003,1,693300.0,679087.66
1584.5,1,1.5,3.22,1998,2,438800.0,430261.35
2135.2,1,1.8,9.1,2009,2,706500.0,692207.85
1974.9,5,4.6,9.2,2013,1,746900.0,731999.75
1880.5,2,2.9,9.49,2005,1,685400.0,672202.68
1546.2,1,2.2,5.68,1967,0,489800.0,480459.61
1711.6,3,3.3,7.09,1983,2,599300.0,587038.95
2377.7,3,3.1,8.01,1979,1,731900.0,717505.02
2250.5,3,3.5,2.18,2013,0,563400.0,551568.07
1511.2,2,2.0,6.41,1973,2,522200.0,511981.21
2049.7,1,1.7,1.31,1964,2,464200.0,454990.25
2375.7,5,4.6,5.48,2000,2,747700.0,732935.49
1165.3,2,2.9,2.39,1999,2,382300.0,374505.28
2271.7,3,2.8,2.65,1993,2,595700.0,584828.04
1668.7,3,3.3,4.29,2019,3,576800.0,564813.35
2285.3,3,3.5,4.89,1975,2,652200.0,639641.78
1618.4,2,2.5,6.61,2004,2,576400.0,564356.15
1097.6,2,2.1,1.67,1966,1,312500.0,306502.17
1186.2,3,3.7,5.53,1975,3,500100.0,490385.89
2024.0,4,4.0,2.64,1966,1,563400.0,552159.49
2129.9,4,4.1,6.17,1986,1,680400.0,666544.34
1547.8,2,2.2,6.74,1973,1,546600.0,535738.57
2319.3,2,2.5,6.01,1973,0,644400.0,631645.51
1169.2,4,3.9,7.64,2003,3,592400.0,581446.97
1967.0,3,2.8,4.02,1992,2,587900.0,575705.83
1394.5,4,3.6,7.89,1992,2,569300.0,557636.04
1674.1,2,2.8,4.89,2003,2,561300.0,550216.37
2023.7,3,3.0,5.36,1979,1,606400.0,594143.97
1569.8,3,2.9,6.83,2012,0,574000.0,562469.98
1807.7,3,3.3,1.17,2006,2,500100.0,490633.18
2503.1,3,3.5,6.89,1995,2,752500.0,736039.87
1711.6,1,1.3,6.57,1966,1,521100.0,510379.03
2417.8,3,3.3,3.79,1991,2,650400.0,636520.82
1435.1,2,2.1,1.77,2007,1,424500.0,415412.09
2264.9,3,2.8,1.82,1962,1,541600.0,531970.31
2720.8,5,4.3,9.31,1998,1,883700.0,866325.08
764.2,3,3.6,7.2,1988,1,424400.0,416387.78
1601.6,4,3.6,2.14,1983,2,487500.0,477709.74
2288.5,2,2.0,4.21,1981,2,610800.0,598963.36
1898.5,3,3.2,6.33,1965,1,603300.0,590350.72
2185.6,5,5.1,8.52,2007,2,784800.0,769623.15
1698.0,2,2.3,1.39,1983,2,412400.0,403742.08
2043.3,1,1.7,3.13,1999,1,532000.0,521094.34
1922.2,3,2.8,9.01,1982,1,699700.0,685958.58
2583.9,1,1.7,1.08,2013,3,584600.0,573066.22
2127.2,3,3.3,2.81,1997,2,611300.0,599116.31
2168.8,4,4.1,9.63,1969,3,781800.0,765482.45
1794.1,3,3.1,6.52,1975,1,590000.0,578249.91
1756.2,2,2.3,3.36,1970,2,479600.0,470488.28
1783.7,3,2.9,1.6,1991,1,455000.0,445633.76
2197.2,3,3.1,1.25,2004,1,569100.0,558375.47
1789.5,1,1.3,3.2,2020,2,489100.0,478881.65
2144.9,3,3.5,8.93,1965,1,698700.0,684729.27
3037.7,3,3.7,4.74,1983,1,798000.0,782807.66
2435.6,3,3.7,7.48,1992,1,722200.0,707415.3
1837.0,2,2.9,9.26,2012,0,645800.0,633410.99
2600.6,3,3.4,4.67,2023,2,740800.0,726971.33
1796.0,1,2.0,2.72,2010,1,484700.0,475091.52
980.9,2,2.3,5.65,1971,0,391600.0,383504.49
1496.0,4,4.1,9.17,2015,1,657300.0,643767.63
1064.6,3,3.2,8.24,1986,0,539800.0,529656.3
1824.2,1,1.7,1.59,1997,2,449800.0,441442.35
2009.2,2,2.8,7.23,2021,0,651400.0,639096.65
2838.2,2,2.3,6.15,1977,2,743800.0,728907.58
2163.5,2,2.3,9.17,2022,0,727700.0,713664.9
1890.4,2,2.9,2.1,2004,1,512100.0,501833.58
2414.7,1,1.3,5.81,1998,2,678900.0,664880.47
894.4,3,3.2,8.92,2023,2,515300.0,505556.09
2117.8,3,3.7,4.69,2014,0,627400.0,615668.94
2385.4,3,3.4,5.34,1972,2,684900.0,670691.7
1260.7,3,3.3,1.63,2012,1,412800.0,404024.28
2571.9,1,1.5,3.5,1999,2,634800.0,622123.99
2169.2,5,4.6,3.92,1989,2,670000.0,657078.06
1792.4,4,4.4,9.51,2012,2,722500.0,707483.09
2316.4,4,4.1,3.54,2008,3,706500.0,692483.51
3135.3,4,4.0,5.15,2000,1,857900.0,840446.79
2090.9,4,3.6,7.04,2011,2,696200.0,682626.41
2124.1,3,2.8,2.46,1972,1,525900.0,514983.06
1770.3,2,3.0,5.38,1993,0,529800.0,519589.9
1575.1,3,3.1,7.65,1995,0,595100.0,583118.89
2415.2,3,3.4,8.8,1989,0,744500.0,729141.43
1572.0,3,2.8,6.64,2020,2,590500.0,578721.84
2035.8,3,3.4,7.02,1984,2,673800.0,659355.01
1761.2,1,2.2,2.14,1961,2,431600.0,422688.45
2239.5,3,3.3,9.51,2023,0,779800.0,764372.7
2166.8,4,3.6,2.19,1995,1,570100.0,557812.12
2518.8,3,3.3,7.97,1977,3,789800.0,772718.43
1745.0,3,3.5,3.38,1964,1,489700.0,478736.32
1865.1,2,2.4,9.4,1978,2,659100.0,646581.56
1510.6,3,3.6,7.48,2001,2,603500.0,591391.62
1777.9,4,4.1,7.78,1977,2,659000.0,645553.77
2188.7,3,3.6,2.97,2021,2,625600.0,613560.58
2378.5,4,4.1,4.99,2016,2,715600.0,701085.78
1538.9,3,2.9,6.56,1991,1,551100.0,540212.23
2434.8,3,3.1,7.93,1980,2,754700.0,739618.88
2677.8,2,2.2,1.94,1969,1,583400.0,571496.5
2206.7,3,3.7,9.66,1996,1,760000.0,744947.07
2938.4,3,3.5,9.01,2008,0,885400.0,868078.63
1613.1,3,3.4,3.43,1981,2,479600.0,469915.55
1377.7,3,3.1,8.4,1972,1,577300.0,565523.72
1110.6,4,3.7,5.66,2014,1,518200.0,507664.74
2748.0,1,2.0,5.16,1976,1,666700.0,652217.04
2327.2,4,4.0,3.83,1968,3,679400.0,665953.53
1972.2,2,2.2,6.23,1983,2,603400.0,590727.44
2140.0,3,3.4,7.57,2003,2,720900.0,706796.86
1437.3,1,1.3,4.7,1973,2,429700.0,421060.79
3222.9,2,2.3,6.66,2005,1,864100.0,846870.56
2064.6,3,3.2,7.29,1967,1,659100.0,646268.16
2054.7,1,1.4,7.4,2014,3,647600.0,634184.74
2362.9,3,3.7,1.47,1996,0,562700.0,551630.62
2240.5,4,3.7,8.74,1978,1,728600.0,714161.81
2111.9,2,2.1,5.12,2022,1,625900.0,613289.61
1604.8,4,3.7,3.36,1987,1,517500.0,506685.91
2235.7,3,3.5,3.18,2005,1,624600.0,612405.62
2941.0,3,3.2,5.35,2000,2,796700.0,781117.73
2672.7,2,2.6,8.98,1989,0,772700.0,757302.8
2796.6,2,2.0,4.41,1966,2,682100.0,667922.85
1744.4,2,2.0,7.75,2018,1,635400.0,622428.28
1505.2,1,1.7,1.87,2017,1,401500.0,393439.83
1937.1,2,2.8,5.28,1985,0,566500.0,555514.25
2027.9,3,3.6,9.93,1999,2,736400.0,720880.26
2547.1,4,3.6,7.93,2005,1,811100.0,794596.1
1153.8,4,4.0,2.89,2013,2,443600.0,434526.66
2764.8,3,3.7,5.51,2019,2,807800.0,791602.39
1921.0,2,2.4,3.1,2005,2,549700.0,538055.34
1786.6,2,2.8,4.69,1970,1,512900.0,502533.23
1493.9,2,2.1,8.02,1973,1,543100.0,532082.76
1172.6,2,2.9,7.94,1980,1,492100.0,481739.2
2411.6,3,3.5,3.05,2022,2,645700.0,632727.02
2036.7,3,3.7,9.3,1967,1,691200.0,677105.42
1355.0,3,3.4,6.33,1962,2,512600.0,502595.79
1352.5,3,3.1,4.42,1987,2,482600.0,472505.34
1832.1,4,4.4,5.52,2020,1,640700.0,627930.92
2834.5,4,3.8,6.45,1988,0,794800.0,778499.81
1870.2,2,2.3,6.04,1982,2,596800.0,584564.12
1248.4,4,4.2,5.38,1977,1,494100.0,484366.65
1877.1,5,5.0,5.54,1994,0,649200.0,636333.36
1863.6,2,2.9,2.59,2022,2,507900.0,497533.49
651.6,3,3.0,8.31,1972,1,366900.0,359427.29
1972.9,3,3.5,5.88,1971,3,632100.0,618731.2
1884.5,4,4.2,2.18,2006,2,539500.0,529411.38
2348.1,4,3.6,7.9,2009,2,779300.0,764057.73
2924.5,2,2.4,9.39,1964,1,828700.0,812451.72
2563.3,3,3.0,9.53,1998,1,844700.0,827008.48
1865.6,3,3.1,4.32,1970,2,560000.0,548502.26
1446.7,3,3.7,2.22,2017,1,463400.0,453964.73
3286.7,2,2.6,5.67,2018,1,863400.0,845166.47
2029.6,4,4.2,2.01,1970,1,549600.0,539052.98
2007.0,3,3.7,9.41,2018,1,735300.0,721320.94
1987.9,4,3.9,2.65,2006,1,593800.0,582954.97
2099.0,4,4.3,3.27,2001,2,607500.0,594827.06
1927.8,3,3.2,4.66,2006,1,598500.0,586588.66
1713.2,3,3.6,4.45,1990,0,508600.0,499089.41
1726.6,3,2.9,8.15,1990,2,641400.0,628445.19
1983.6,2,2.9,5.11,1972,3,592000.0,579876.51
1728.3,3,3.0,2.54,1973,1,501100.0,490144.99
1643.6,2,2.3,3.4,2008,0,453500.0,444996.31
2053.2,3,3.5,5.58,2004,2,642300.0,629444.37
1872.5,2,2.4,2.33,2001,3,529200.0,518251.33
2752.0,2,2.6,6.5,1984,2,763400.0,748273.93
674.5,2,2.4,6.09,1992,2,380800.0,373260.5
2545.8,1,2.0,7.43,1992,1,704300.0,690298.13
2623.0,3,3.0,9.44,2021,2,849100.0,832009.45
963.3,3,2.8,9.21,1974,0,512100.0,502669.18
1828.7,3,3.0,9.51,1975,2,679300.0,665647.17
1814.3,2,2.5,3.2,2003,2,526700.0,516975.66
1296.2,1,1.4,2.18,2017,3,393600.0,386010.06
1611.1,1,1.6,3.72,2015,1,453500.0,444605.59
1444.7,2,2.4,9.06,1997,0,588800.0,576967.36
2876.1,4,3.6,9.75,1965,2,896200.0,878762.98
2467.8,2,2.6,8.73,2003,2,812700.0,796502.5
2635.8,3,3.6,1.99,1984,2,636400.0,623205.93
2360.8,2,2.2,9.53,1974,1,753100.0,737555.25
1435.5,2,2.6,4.81,1963,1,432600.0,424159.24
1737.7,3,3.4,1.08,2015,2,492000.0,481706.31
2244.7,3,3.2,4.98,2023,1,687000.0,673228.88
1388.9,2,2.7,1.41,1963,2,339100.0,332846.59
2356.5,1,1.7,5.89,1989,1,637100.0,624509.99
1879.8,3,3.3,4.05,1993,2,562100.0,550496.93
1812.6,2,2.0,5.26,1986,2,542100.0,531962.99
2355.5,2,2.7,6.52,1990,2,699100.0,685391.94
2222.1,5,4.9,8.82,2015,1,825100.0,809106.9
1819.5,3,2.8,6.96,1991,2,622800.0,609210.22
2579.7,3,3.1,4.91,2003,1,716700.0,702531.43
1459.5,3,3.7,8.37,1998,2,613600.0,601749.08
2308.0,3,3.2,9.15,2011,1,778400.0,763682.14
2296.6,3,3.3,2.08,1968,1,550000.0,538268.09
1845.2,3,3.7,5.79,2022,1,642500.0,630253.06
2163.1,3,3.5,3.56,2000,1,611800.0,600386.19
1374.4,2,2.6,1.42,1967,3,385700.0,376977.36
2462.0,3,3.5,7.02,1973,1,713900.0,699861.3
1907.5,3,3.6,8.76,1992,2,689400.0,675920.81
1738.6,4,4.0,2.47,1982,3,527600.0,516884.5
2524.5,3,3.2,8.31,1980,0,738600.0,723582.95
1647.8,3,3.1,8.68,2014,2,633700.0,621359.93
1295.8,2,3.0,9.23,1971,1,539800.0,528696.51
1221.7,3,3.4,3.39,2016,0,443000.0,434031.38
2303.0,2,2.1,9.14,1961,1,699100.0,685524.22
1359.8,2,2.9,3.89,1972,3,431000.0,423257.02
2877.4,2,2.5,5.97,2021,0,763800.0,748792.99
959.0,3,2.8,1.45,2018,2,347200.0,340322.74
2848.2,2,2.5,1.39,1963,2,624600.0,611849.8
2105.5,3,3.2,7.48,1979,2,717200.0,702350.7
1951.6,4,4.4,5.0,2009,0,644100.0,631772.79
1727.5,2,2.2,3.31,2010,2,525400.0,514815.28
2199.6,3,3.6,2.71,2007,2,627100.0,615133.35
1981.2,3,3.3,7.03,2018,2,668400.0,654867.22
2551.7,1,1.3,1.0,1973,3,537100.0,526033.36
2057.1,4,4.5,8.25,1989,2,717200.0,703066.4
2075.2,1,1.8,1.71,1988,0,495400.0,485453.73
1818.2,3,3.0,2.72,1967,1,483800.0,473521.24
1971.5,3,3.2,4.48,1971,1,550200.0,540104.68
2153.9,3,3.6,5.36,2000,1,645500.0,632276.51
1144.9,3,3.1,4.19,1997,1,429200.0,421079.8
1325.9,2,2.2,3.89,1985,1,426200.0,418096.93
2371.6,1,1.4,9.68,2009,1,753500.0,737800.27
2085.4,3,3.0,6.77,1961,3,644100.0,630716.81
1908.0,3,3.5,1.21,2014,0,514200.0,503765.25
2009.2,4,4.0,4.87,1999,3,643100.0,629805.18
2173.8,4,3.7,8.88,2015,1,769200.0,754679.23
1730.1,4,3.7,3.71,1973,2,549400.0,538311.91
1610.8,3,3.1,1.85,1965,2,432800.0,424588.87
2097.9,2,2.9,7.83,2001,1,672300.0,659110.82
1510.8,4,3.8,6.45,2023,1,608200.0,596168.01
2204.1,3,3.7,6.13,1999,1,667800.0,654464.16
1148.7,2,2.5,1.48,2021,1,356900.0,350380.57
2514.6,4,3.7,2.26,1990,3,676000.0,662067.45
2236.3,4,4.4,6.6,1976,2,744000.0,729983.17
2128.0,3,3.2,2.87,1984,0,566500.0,554526.39
2491.3,1,2.0,5.54,2020,0,680900.0,667672.76
2832.7,3,3.7,5.9,1991,1,789700.0,773203.42
2507.2,4,3.6,3.55,1971,0,636000.0,623122.15
1079.6,4,3.6,9.54,2008,2,596100.0,584224.65
1360.2,2,2.7,8.58,1972,0,530900.0,520038.65
1687.6,1,1.5,7.5,1978,2,563500.0,552139.17
2013.0,4,3.7,1.7,2003,0,545400.0,533798.51
2258.8,3,2.8,1.96,2007,1,587400.0,575158.27
1637.1,3,2.8,5.44,1984,2,543700.0,533075.13
2093.4,5,5.0,2.45,1990,1,607800.0,595658.84
1622.3,1,1.4,9.8,2018,3,626900.0,614016.74
1694.2,3,3.2,2.43,1996,2,493000.0,483802.14
1296.7,1,1.9,5.39,1984,1,455900.0,446172.03
1538.4,3,3.2,4.28,1975,0,484000.0,474139.2
1324.2,4,3.5,6.75,2016,2,573700.0,561973.17
1512.1,3,3.5,2.16,1997,3,501200.0,491483.52
2526.8,5,4.3,4.87,2002,2,736400.0,721696.08
1525.3,3,3.5,3.47,2008,0,470100.0,460643.92
3316.2,2,2.9,8.99,2017,3,987700.0,967023.89
2246.7,2,2.4,1.37,1982,1,525600.0,515520.52
2092.4,3,3.3,9.22,1973,2,718600.0,704119.09
1570.8,3,3.2,8.5,1965,3,594600.0,582765.83
2350.2,1,1.6,3.68,1984,1,585100.0,573023.72
1712.2,3,3.6,8.1,1982,3,654700.0,641153.09
2061.0,3,3.6,1.28,2021,1,533600.0,523677.64
3280.0,3,3.1,9.7,2019,3,990200.0,969509.38
1952.0,3,3.4,5.74,2002,1,619200.0,606288.9
2574.6,3,3.7,3.73,1971,3,688700.0,675666.25
1648.4,1,2.2,4.26,1972,0,437500.0,429070.37
1982.5,2,2.5,1.6,1995,2,523600.0,512965.27
2885.4,3,3.2,9.9,1998,2,914500.0,896833.3
1686.5,3,3.0,1.35,1993,1,449400.0,440635.43
2906.2,1,2.2,6.89,1965,1,747600.0,732764.33
2353.9,4,3.6,4.98,2022,2,719100.0,704830.78
1718.8,4,4.1,9.54,1997,1,685000.0,671532.62
2316.2,3,3.0,3.21,2023,2,642000.0,629412.85
2486.3,1,1.5,5.79,2009,1,670400.0,658089.99
2310.9,4,3.9,5.34,2021,3,759300.0,744016.55
1214.9,3,3.7,7.33,2011,0,546200.0,535193.98
1636.4,4,3.6,1.61,1999,1,493300.0,482815.55
1876.2,4,4.1,2.74,1967,1,536700.0,525940.05
1962.8,4,3.6,2.93,2020,1,571000.0,560511.44
2310.3,3,2.9,7.64,1967,1,701700.0,688158.24
2088.9,2,2.4,2.7,1999,1,558100.0,546666.17
1332.3,3,3.3,6.16,1992,2,505200.0,495111.02
2190.1,3,3.0,2.94,1993,2,604600.0,591859.78
2305.3,3,3.1,8.75,2003,2,805300.0,788709.44
2279.9,2,2.1,9.48,1974,0,729700.0,715180.72
2540.4,2,2.3,5.67,1995,2,725700.0,710938.77
2417.0,4,4.5,4.17,2019,1,713800.0,699001.7
2229.6,3,3.7,3.11,2016,2,647700.0,634990.92
1964.9,4,3.8,1.45,1994,1,521900.0,511420.87
1169.5,4,4.1,3.42,2005,1,463100.0,453054.22
2214.8,3,3.7,6.89,1981,1,696900.0,681924.43
2103.8,3,2.8,5.8,1982,2,644300.0,631128.99
2135.8,4,4.3,9.5,1999,0,784400.0,767917.87
1361.6,3,3.7,4.57,2004,2,495800.0,484949.54
1459.5,3,2.8,7.24,2014,0,562800.0,552108.48
2526.6,2,2.2,5.4,2010,2,707700.0,693497.14
1980.2,3,3.7,5.61,1981,3,617500.0,605017.28
2340.8,3,3.3,3.41,1964,1,607800.0,595549.8
2014.2,2,2.0,5.09,1990,1,552100.0,540489.08
2014.9,2,2.3,5.24,1972,3,606500.0,594575.49
2469.1,2,2.4,7.36,1987,2,729500.0,714844.65
1742.0,2,2.7,9.47,2017,1,660400.0,646813.3
2048.1,2,2.7,3.96,1979,2,552800.0,541440.19
1768.9,3,3.7,1.38,1992,2,484400.0,474098.27
1782.8,4,3.8,5.47,1975,0,585500.0,573586.88
1845.4,3,3.3,5.9,2021,2,641300.0,628354.19
2111.1,2,2.5,2.52,1988,1,524700.0,513989.86
1760.6,1,1.7,7.84,1982,0,553300.0,542261.58
2627.9,3,2.9,9.86,1983,2,847700.0,830706.74
1552.7,3,3.7,9.51,1993,1,632200.0,619671.38
1906.6,4,4.4,2.77,1966,0,531000.0,520851.55
1780.1,3,3.2,8.88,1997,2,677200.0,663952.51
2723.5,4,4.1,7.34,1996,2,836400.0,820149.29
2098.3,2,2.2,5.08,2020,2,642100.0,628834.13
2515.9,3,3.3,5.87,1963,3,697600.0,683393.69
1257.2,2,2.7,8.65,1993,2,522600.0,512474.8
2133.5,4,4.0,5.32,2001,0,649400.0,636747.74
2444.8,3,3.7,4.36,1981,1,692300.0,678114.69
2041.1,2,2.6,5.44,1964,2,618100.0,606043.79
2532.7,2,2.4,6.21,2023,1,757900.0,742270.23
1741.4,2,2.8,2.7,2009,2,500900.0,491122.53
2704.7,3,2.9,9.11,2001,2,820400.0,803978.85
3149.4,2,2.4,7.07,1982,1,794800.0,778211.78
1818.6,3,3.1,6.7,2013,3,640200.0,627178.96
1777.2,2,2.4,1.9,2019,2,490300.0,481585.13
2726.7,3,3.5,6.44,1974,1,779500.0,764011.39
2789.8,4,4.0,2.09,1990,3,729400.0,715962.22
1738.6,4,4.3,1.71,2018,1,527100.0,515836.04
1789.9,4,4.1,5.75,1968,1,578100.0,566913.37
1859.1,2,2.3,4.63,2002,2,547100.0,534890.83
1327.8,1,2.1,6.3,2017,2,506100.0,495977.88
1540.7,3,3.0,1.8,2012,2,475500.0,466305.61
1497.9,3,3.0,4.88,1984,2,517700.0,507764.95
1616.1,3,3.3,2.57,1984,2,463500.0,453830.37
1982.7,1,1.5,9.88,2020,1,704700.0,691125.55
2117.1,2,2.0,6.05,2008,2,651100.0,637811.14
2775.3,1,1.9,7.19,1980,2,737000.0,722177.95
1500.8,4,4.0,3.93,1968,1,481000.0,471163.34
2492.2,2,2.4,1.85,2014,0,607200.0,594487.81
1893.0,3,3.7,9.78,2007,3,738800.0,724808.86
1975.3,1,1.8,3.58,1997,2,555000.0,543924.01
2337.4,3,3.6,4.81,1981,2,673600.0,660671.66
1438.6,2,2.1,6.85,2002,2,531700.0,521588.36
2191.2,4,4.1,1.22,1982,2,571600.0,559684.03
2083.2,4,4.4,8.29,2008,2,754400.0,739920.06
2246.2,2,2.6,5.83,1963,2,622700.0,610497.71
2144.6,4,4.2,3.5,1988,0,592700.0,580325.55
3227.7,5,4.6,1.55,1974,2,791800.0,776188.43
1681.1,4,3.6,2.46,1960,2,500000.0,489488.52
1734.5,4,4.0,9.06,2013,2,718000.0,704443.23
1688.4,2,2.4,7.17,1989,2,608000.0,596246.89
1722.3,3,3.6,3.25,1988,1,503700.0,493590.43
1681.3,1,1.5,1.59,1979,1,425700.0,417818.4
2594.5,1,2.2,7.22,1992,1,710900.0,695891.01
2710.3,5,5.2,6.15,2000,1,805800.0,789309.33
1714.6,2,2.2,4.64,2003,1,499100.0,488991.79
1583.8,3,3.1,4.27,1995,3,525400.0,516009.84
2235.7,4,4.4,2.95,2019,1,638700.0,625390.76
1723.9,4,4.5,7.03,1981,1,634700.0,621152.35
2316.5,5,4.7,9.74,1972,2,825000.0,807777.81
2101.5,2,2.3,2.58,1966,2,507300.0,497607.11
1242.1,1,1.8,6.37,1967,1,429200.0,420318.9
2773.8,3,3.4,4.82,1987,2,741500.0,726590.46
2897.9,2,2.3,5.02,2004,2,733300.0,719015.42
1693.6,1,2.0,3.29,2002,1,454900.0,445722.96
1806.1,3,2.8,8.43,1968,1,619200.0,606918.07
2142.9,4,3.5,5.37,1984,3,692600.0,679015.61
2167.2,3,3.1,5.89,2015,2,686400.0,672456.66
2329.3,2,2.4,3.74,1975,2,613600.0,601244.84
3005.1,3,3.1,2.64,1969,0,673700.0,660346.98
1911.5,2,2.5,1.77,1970,1,484300.0,475048.09
1600.9,1,1.6,7.43,1990,2,571500.0,559673.82
1310.3,4,3.7,2.77,2023,1,439800.0,429493.71
1634.5,3,3.1,7.21,1971,1,564900.0,553941.79
1983.4,4,4.5,4.51,2019,2,658500.0,645793.86
2897.3,1,1.7,4.74,1990,1,719100.0,704818.02
1741.2,4,3.9,5.22,1973,2,571000.0,559714.15
2111.9,3,3.3,4.31,2010,2,627900.0,615059.85
1991.8,3,3.7,1.91,2003,1,531000.0,520630.09
2594.2,3,3.0,3.79,1991,2,689100.0,675744.58
3263.5,4,4.2,6.97,2009,0,929300.0,910742.25
1734.6,3,3.5,6.99,2012,2,624100.0,612863.62
1755.3,3,3.4,3.58,1976,1,529000.0,517638.13
2522.1,5,4.3,5.14,1994,0,724600.0,710189.48
2340.9,4,4.2,2.74,1960,2,607600.0,594860.82
2923.4,3,2.8,2.89,1988,1,721800.0,707803.92
2292.0,3,3.3,1.21,2010,3,611200.0,598185.26
1820.4,3,3.5,9.07,2023,1,714600.0,699641.04
2295.3,2,2.2,2.9,2020,1,580200.0,568279.41
2554.4,3,3.6,3.05,1963,2,639600.0,626940.92
2410.2,4,3.5,3.52,1982,1,663700.0,650128.26
2253.6,4,4.3,2.15,1987,1,603100.0,590745.28
2533.3,2,2.5,6.75,1975,2,700700.0,686595.55
2584.6,3,3.0,1.68,2022,2,664600.0,651186.88
2691.1,2,2.1,2.21,1971,2,612900.0,601385.72
2324.4,5,5.2,6.8,2012,3,824400.0,808254.96
1916.4,5,4.3,4.06,1980,1,622200.0,609593.71
2073.4,3,2.9,7.37,2004,2,701600.0,688616.51
2603.3,4,3.8,6.02,1976,1,767800.0,752689.83
1591.5,3,3.4,3.3,1999,2,507100.0,496473.52
2184.3,3,3.3,6.86,1972,1,680300.0,666822.26
1803.3,1,1.4,2.05,2011,3,500500.0,490757.76
2014.4,3,3.0,5.83,2017,2,658600.0,645084.19
2639.2,3,3.0,4.93,1991,3,730400.0,715265.75
2095.5,3,3.0,3.41,1996,2,566700.0,555409.23
2023.2,3,3.2,6.44,2009,3,676400.0,662691.89
1320.1,4,4.2,8.84,1974,2,612600.0,601087.56
2373.1,2,2.2,9.99,1971,1,766300.0,751344.58
2322.7,3,3.1,6.47,2020,1,727600.0,712727.61
3081.6,3,3.1,4.64,2008,1,793200.0,777548.97
1846.1,3,3.7,3.03,2016,0,512500.0,502883.56
2109.6,3,3.7,3.31,1974,2,575700.0,563489.1
2124.7,2,2.8,5.32,1993,2,620800.0,607872.61
2788.7,2,2.2,4.31,1965,2,685300.0,671588.42
1952.4,3,2.8,9.22,1976,3,712700.0,698463.8
2139.5,3,3.1,4.31,2007,3,672600.0,659121.9
2303.9,2,2.3,4.36,2008,1,631600.0,618812.61
2093.3,3,3.3,4.45,2016,1,624200.0,611552.97
1776.8,3,3.5,8.53,1979,1,641400.0,628764.13
2097.0,3,3.6,6.86,1968,1,655400.0,642858.97
2536.8,4,4.3,6.53,2018,2,785400.0,769451.52
1486.7,2,2.4,4.01,1964,2,451600.0,443787.2
2066.5,1,1.9,8.36,1982,2,663200.0,650916.35
1649.9,4,3.8,1.35,1992,2,485000.0,475964.63
2597.5,3,2.8,8.84,1997,2,823500.0,807341.24
1238.4,3,3.5,5.61,2015,0,500800.0,491787.99
1720.5,4,3.5,4.58,1973,2,530100.0,519352.94
2188.6,4,3.9,5.47,1976,1,670000.0,656183.7
