sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price
1783.7,3,2.9,1.6,1991,1,455000.0
2197.2,3,3.1,1.25,2004,1,569100.0
1789.5,1,1.3,3.2,2020,2,489100.0
2144.9,3,3.5,8.93,1965,1,698700.0
3037.7,3,3.7,4.74,1983,1,798000.0
2435.6,3,3.7,7.48,1992,1,722200.0
1837.0,2,2.9,9.26,2012,0,645800.0
2600.6,3,3.4,4.67,2023,2,740800.0
1796.0,1,2.0,2.72,2010,1,484700.0
980.9,2,2.3,5.65,1971,0,391600.0
1496.0,4,4.1,9.17,2015,1,657300.0
1064.6,3,3.2,8.24,1986,0,539800.0
1824.2,1,1.7,1.59,1997,2,449800.0
2009.2,2,2.8,7.23,2021,0,651400.0
2838.2,2,2.3,6.15,1977,2,743800.0
2163.5,2,2.3,9.17,2022,0,727700.0
1890.4,2,2.9,2.1,2004,1,512100.0
2414.7,1,1.3,5.81,1998,2,678900.0
894.4,3,3.2,8.92,2023,2,515300.0
2117.8,3,3.7,4.69,2014,0,627400.0
2385.4,3,3.4,5.34,1972,2,684900.0
1260.7,3,3.3,1.63,2012,1,412800.0
2571.9,1,1.5,3.5,1999,2,634800.0
2169.2,5,4.6,3.92,1989,2,670000.0
1792.4,4,4.4,9.51,2012,2,722500.0
2316.4,4,4.1,3.54,2008,3,706500.0
3135.3,4,4.0,5.15,2000,1,857900.0
2090.9,4,3.6,7.04,2011,2,696200.0
2124.1,3,2.8,2.46,1972,1,525900.0
1770.3,2,3.0,5.38,1993,0,529800.0
1575.1,3,3.1,7.65,1995,0,595100.0
2415.2,3,3.4,8.8,1989,0,744500.0
1572.0,3,2.8,6.64,2020,2,590500.0
2035.8,3,3.4,7.02,1984,2,673800.0
1761.2,1,2.2,2.14,1961,2,431600.0
2239.5,3,3.3,9.51,2023,0,779800.0
2166.8,4,3.6,2.19,1995,1,570100.0
2518.8,3,3.3,7.97,1977,3,789800.0
1745.0,3,3.5,3.38,1964,1,489700.0
1865.1,2,2.4,9.4,1978,2,659100.0
1510.6,3,3.6,7.48,2001,2,603500.0
1777.9,4,4.1,7.78,1977,2,659000.0
2188.7,3,3.6,2.97,2021,2,625600.0
2378.5,4,4.1,4.99,2016,2,715600.0
1538.9,3,2.9,6.56,1991,1,551100.0
2434.8,3,3.1,7.93,1980,2,754700.0
2677.8,2,2.2,1.94,1969,1,583400.0
2206.7,3,3.7,9.66,1996,1,760000.0
2938.4,3,3.5,9.01,2008,0,885400.0
1613.1,3,3.4,3.43,1981,2,479600.0
1377.7,3,3.1,8.4,1972,1,577300.0
1110.6,4,3.7,5.66,2014,1,518200.0
2748.0,1,2.0,5.16,1976,1,666700.0
2327.2,4,4.0,3.83,1968,3,679400.0
1972.2,2,2.2,6.23,1983,2,603400.0
2140.0,3,3.4,7.57,2003,2,720900.0
1437.3,1,1.3,4.7,1973,2,429700.0
3222.9,2,2.3,6.66,2005,1,864100.0
2064.6,3,3.2,7.29,1967,1,659100.0
2054.7,1,1.4,7.4,2014,3,647600.0
2362.9,3,3.7,1.47,1996,0,562700.0
2240.5,4,3.7,8.74,1978,1,728600.0
2111.9,2,2.1,5.12,2022,1,625900.0
1604.8,4,3.7,3.36,1987,1,517500.0
2235.7,3,3.5,3.18,2005,1,624600.0
2941.0,3,3.2,5.35,2000,2,796700.0
2672.7,2,2.6,8.98,1989,0,772700.0
2796.6,2,2.0,4.41,1966,2,682100.0
1744.4,2,2.0,7.75,2018,1,635400.0
1505.2,1,1.7,1.87,2017,1,401500.0
1937.1,2,2.8,5.28,1985,0,566500.0
2027.9,3,3.6,9.93,1999,2,736400.0
2547.1,4,3.6,7.93,2005,1,811100.0
1153.8,4,4.0,2.89,2013,2,443600.0
2764.8,3,3.7,5.51,2019,2,807800.0
1921.0,2,2.4,3.1,2005,2,549700.0
1786.6,2,2.8,4.69,1970,1,512900.0
1493.9,2,2.1,8.02,1973,1,543100.0
1172.6,2,2.9,7.94,1980,1,492100.0
2411.6,3,3.5,3.05,2022,2,645700.0
2036.7,3,3.7,9.3,1967,1,691200.0
1355.0,3,3.4,6.33,1962,2,512600.0
1352.5,3,3.1,4.42,1987,2,482600.0
1832.1,4,4.4,5.52,2020,1,640700.0
2834.5,4,3.8,6.45,1988,0,794800.0
1870.2,2,2.3,6.04,1982,2,596800.0
1248.4,4,4.2,5.38,1977,1,494100.0
1877.1,5,5.0,5.54,1994,0,649200.0
1863.6,2,2.9,2.59,2022,2,507900.0
651.6,3,3.0,8.31,1972,1,366900.0
1972.9,3,3.5,5.88,1971,3,632100.0
1884.5,4,4.2,2.18,2006,2,539500.0
2348.1,4,3.6,7.9,2009,2,779300.0
2924.5,2,2.4,9.39,1964,1,828700.0
2563.3,3,3.0,9.53,1998,1,844700.0
1865.6,3,3.1,4.32,1970,2,560000.0
1446.7,3,3.7,2.22,2017,1,463400.0
3286.7,2,2.6,5.67,2018,1,863400.0
2029.6,4,4.2,2.01,1970,1,549600.0
2007.0,3,3.7,9.41,2018,1,735300.0
1987.9,4,3.9,2.65,2006,1,593800.0
2099.0,4,4.3,3.27,2001,2,607500.0
1927.8,3,3.2,4.66,2006,1,598500.0
1713.2,3,3.6,4.45,1990,0,508600.0
1726.6,3,2.9,8.15,1990,2,641400.0
1983.6,2,2.9,5.11,1972,3,592000.0
1728.3,3,3.0,2.54,1973,1,501100.0
1643.6,2,2.3,3.4,2008,0,453500.0
2053.2,3,3.5,5.58,2004,2,642300.0
1872.5,2,2.4,2.33,2001,3,529200.0
2752.0,2,2.6,6.5,1984,2,763400.0
674.5,2,2.4,6.09,1992,2,380800.0
2545.8,1,2.0,7.43,1992,1,704300.0
2623.0,3,3.0,9.44,2021,2,849100.0
963.3,3,2.8,9.21,1974,0,512100.0
1828.7,3,3.0,9.51,1975,2,679300.0
1814.3,2,2.5,3.2,2003,2,526700.0
1296.2,1,1.4,2.18,2017,3,393600.0
1611.1,1,1.6,3.72,2015,1,453500.0
1444.7,2,2.4,9.06,1997,0,588800.0
2876.1,4,3.6,9.75,1965,2,896200.0
2467.8,2,2.6,8.73,2003,2,812700.0
2635.8,3,3.6,1.99,1984,2,636400.0
2360.8,2,2.2,9.53,1974,1,753100.0
1435.5,2,2.6,4.81,1963,1,432600.0
1737.7,3,3.4,1.08,2015,2,492000.0
2244.7,3,3.2,4.98,2023,1,687000.0
1388.9,2,2.7,1.41,1963,2,339100.0
2356.5,1,1.7,5.89,1989,1,637100.0
1879.8,3,3.3,4.05,1993,2,562100.0
1812.6,2,2.0,5.26,1986,2,542100.0
2355.5,2,2.7,6.52,1990,2,699100.0
2222.1,5,4.9,8.82,2015,1,825100.0
1819.5,3,2.8,6.96,1991,2,622800.0
2579.7,3,3.1,4.91,2003,1,716700.0
1459.5,3,3.7,8.37,1998,2,613600.0
2308.0,3,3.2,9.15,2011,1,778400.0
2296.6,3,3.3,2.08,1968,1,550000.0
1845.2,3,3.7,5.79,2022,1,642500.0
2163.1,3,3.5,3.56,2000,1,611800.0
1374.4,2,2.6,1.42,1967,3,385700.0
2462.0,3,3.5,7.02,1973,1,713900.0
1907.5,3,3.6,8.76,1992,2,689400.0
1738.6,4,4.0,2.47,1982,3,527600.0
2524.5,3,3.2,8.31,1980,0,738600.0
1647.8,3,3.1,8.68,2014,2,633700.0
1295.8,2,3.0,9.23,1971,1,539800.0
1221.7,3,3.4,3.39,2016,0,443000.0
2303.0,2,2.1,9.14,1961,1,699100.0
1359.8,2,2.9,3.89,1972,3,431000.0
2877.4,2,2.5,5.97,2021,0,763800.0
959.0,3,2.8,1.45,2018,2,347200.0
2848.2,2,2.5,1.39,1963,2,624600.0
2105.5,3,3.2,7.48,1979,2,717200.0
1951.6,4,4.4,5.0,2009,0,644100.0
1727.5,2,2.2,3.31,2010,2,525400.0
2199.6,3,3.6,2.71,2007,2,627100.0
1981.2,3,3.3,7.03,2018,2,668400.0
2551.7,1,1.3,1.0,1973,3,537100.0
2057.1,4,4.5,8.25,1989,2,717200.0
2075.2,1,1.8,1.71,1988,0,495400.0
1818.2,3,3.0,2.72,1967,1,483800.0
1971.5,3,3.2,4.48,1971,1,550200.0
2153.9,3,3.6,5.36,2000,1,645500.0
1144.9,3,3.1,4.19,1997,1,429200.0
1325.9,2,2.2,3.89,1985,1,426200.0
2371.6,1,1.4,9.68,2009,1,753500.0
2085.4,3,3.0,6.77,1961,3,644100.0
1908.0,3,3.5,1.21,2014,0,514200.0
2009.2,4,4.0,4.87,1999,3,643100.0
2173.8,4,3.7,8.88,2015,1,769200.0
1730.1,4,3.7,3.71,1973,2,549400.0
1610.8,3,3.1,1.85,1965,2,432800.0
2097.9,2,2.9,7.83,2001,1,672300.0
1510.8,4,3.8,6.45,2023,1,608200.0
2204.1,3,3.7,6.13,1999,1,667800.0
1148.7,2,2.5,1.48,2021,1,356900.0
2514.6,4,3.7,2.26,1990,3,676000.0
2236.3,4,4.4,6.6,1976,2,744000.0
2128.0,3,3.2,2.87,1984,0,566500.0
2491.3,1,2.0,5.54,2020,0,680900.0
2832.7,3,3.7,5.9,1991,1,789700.0
2507.2,4,3.6,3.55,1971,0,636000.0
1079.6,4,3.6,9.54,2008,2,596100.0
1360.2,2,2.7,8.58,1972,0,530900.0
1687.6,1,1.5,7.5,1978,2,563500.0
2013.0,4,3.7,1.7,2003,0,545400.0
2258.8,3,2.8,1.96,2007,1,587400.0
1637.1,3,2.8,5.44,1984,2,543700.0
2093.4,5,5.0,2.45,1990,1,607800.0
1622.3,1,1.4,9.8,2018,3,626900.0
1694.2,3,3.2,2.43,1996,2,493000.0
1296.7,1,1.9,5.39,1984,1,455900.0
1538.4,3,3.2,4.28,1975,0,484000.0
1324.2,4,3.5,6.75,2016,2,573700.0
1512.1,3,3.5,2.16,1997,3,501200.0
2526.8,5,4.3,4.87,2002,2,736400.0
1525.3,3,3.5,3.47,2008,0,470100.0
3316.2,2,2.9,8.99,2017,3,987700.0
2246.7,2,2.4,1.37,1982,1,525600.0
2092.4,3,3.3,9.22,1973,2,718600.0
1570.8,3,3.2,8.5,1965,3,594600.0
2350.2,1,1.6,3.68,1984,1,585100.0
1712.2,3,3.6,8.1,1982,3,654700.0
2061.0,3,3.6,1.28,2021,1,533600.0
3280.0,3,3.1,9.7,2019,3,990200.0
1952.0,3,3.4,5.74,2002,1,619200.0
2574.6,3,3.7,3.73,1971,3,688700.0
1648.4,1,2.2,4.26,1972,0,437500.0
1982.5,2,2.5,1.6,1995,2,523600.0
2885.4,3,3.2,9.9,1998,2,914500.0
1686.5,3,3.0,1.35,1993,1,449400.0
2906.2,1,2.2,6.89,1965,1,747600.0
2353.9,4,3.6,4.98,2022,2,719100.0
1718.8,4,4.1,9.54,1997,1,685000.0
2316.2,3,3.0,3.21,2023,2,642000.0
2486.3,1,1.5,5.79,2009,1,670400.0
2310.9,4,3.9,5.34,2021,3,759300.0
1214.9,3,3.7,7.33,2011,0,546200.0
1636.4,4,3.6,1.61,1999,1,493300.0
1876.2,4,4.1,2.74,1967,1,536700.0
1962.8,4,3.6,2.93,2020,1,571000.0
2310.3,3,2.9,7.64,1967,1,701700.0
2088.9,2,2.4,2.7,1999,1,558100.0
1332.3,3,3.3,6.16,1992,2,505200.0
2190.1,3,3.0,2.94,1993,2,604600.0
2305.3,3,3.1,8.75,2003,2,805300.0
2279.9,2,2.1,9.48,1974,0,729700.0
2540.4,2,2.3,5.67,1995,2,725700.0
2417.0,4,4.5,4.17,2019,1,713800.0
2229.6,3,3.7,3.11,2016,2,647700.0
1964.9,4,3.8,1.45,1994,1,521900.0
1169.5,4,4.1,3.42,2005,1,463100.0
2214.8,3,3.7,6.89,1981,1,696900.0
2103.8,3,2.8,5.8,1982,2,644300.0
2135.8,4,4.3,9.5,1999,0,784400.0
1361.6,3,3.7,4.57,2004,2,495800.0
1459.5,3,2.8,7.24,2014,0,562800.0
2526.6,2,2.2,5.4,2010,2,707700.0
1980.2,3,3.7,5.61,1981,3,617500.0
2340.8,3,3.3,3.41,1964,1,607800.0
2014.2,2,2.0,5.09,1990,1,552100.0
2014.9,2,2.3,5.24,1972,3,606500.0
2469.1,2,2.4,7.36,1987,2,729500.0
1742.0,2,2.7,9.47,2017,1,660400.0
2048.1,2,2.7,3.96,1979,2,552800.0
1768.9,3,3.7,1.38,1992,2,484400.0
1782.8,4,3.8,5.47,1975,0,585500.0
1845.4,3,3.3,5.9,2021,2,641300.0
2111.1,2,2.5,2.52,1988,1,524700.0
1760.6,1,1.7,7.84,1982,0,553300.0
2627.9,3,2.9,9.86,1983,2,847700.0
1552.7,3,3.7,9.51,1993,1,632200.0
1906.6,4,4.4,2.77,1966,0,531000.0
1780.1,3,3.2,8.88,1997,2,677200.0
2723.5,4,4.1,7.34,1996,2,836400.0
2098.3,2,2.2,5.08,2020,2,642100.0
2515.9,3,3.3,5.87,1963,3,697600.0
1257.2,2,2.7,8.65,1993,2,522600.0
2133.5,4,4.0,5.32,2001,0,649400.0
2444.8,3,3.7,4.36,1981,1,692300.0
2041.1,2,2.6,5.44,1964,2,618100.0
2532.7,2,2.4,6.21,2023,1,757900.0
1741.4,2,2.8,2.7,2009,2,500900.0
2704.7,3,2.9,9.11,2001,2,820400.0
3149.4,2,2.4,7.07,1982,1,794800.0
1818.6,3,3.1,6.7,2013,3,640200.0
1777.2,2,2.4,1.9,2019,2,490300.0
2726.7,3,3.5,6.44,1974,1,779500.0
2789.8,4,4.0,2.09,1990,3,729400.0
1738.6,4,4.3,1.71,2018,1,527100.0
1789.9,4,4.1,5.75,1968,1,578100.0
1859.1,2,2.3,4.63,2002,2,547100.0
1327.8,1,2.1,6.3,2017,2,506100.0
1540.7,3,3.0,1.8,2012,2,475500.0
1497.9,3,3.0,4.88,1984,2,517700.0
1616.1,3,3.3,2.57,1984,2,463500.0
1982.7,1,1.5,9.88,2020,1,704700.0
2117.1,2,2.0,6.05,2008,2,651100.0
2775.3,1,1.9,7.19,1980,2,737000.0
1500.8,4,4.0,3.93,1968,1,481000.0
2492.2,2,2.4,1.85,2014,0,607200.0
1893.0,3,3.7,9.78,2007,3,738800.0
1975.3,1,1.8,3.58,1997,2,555000.0
2337.4,3,3.6,4.81,1981,2,673600.0
1438.6,2,2.1,6.85,2002,2,531700.0
2191.2,4,4.1,1.22,1982,2,571600.0
2083.2,4,4.4,8.29,2008,2,754400.0
2246.2,2,2.6,5.83,1963,2,622700.0
2144.6,4,4.2,3.5,1988,0,592700.0
3227.7,5,4.6,1.55,1974,2,791800.0
1681.1,4,3.6,2.46,1960,2,500000.0
1734.5,4,4.0,9.06,2013,2,718000.0
1688.4,2,2.4,7.17,1989,2,608000.0
1722.3,3,3.6,3.25,1988,1,503700.0
1681.3,1,1.5,1.59,1979,1,425700.0
2594.5,1,2.2,7.22,1992,1,710900.0
2710.3,5,5.2,6.15,2000,1,805800.0
1714.6,2,2.2,4.64,2003,1,499100.0
1583.8,3,3.1,4.27,1995,3,525400.0
2235.7,4,4.4,2.95,2019,1,638700.0
1723.9,4,4.5,7.03,1981,1,634700.0
2316.5,5,4.7,9.74,1972,2,825000.0
2101.5,2,2.3,2.58,1966,2,507300.0
1242.1,1,1.8,6.37,1967,1,429200.0
2773.8,3,3.4,4.82,1987,2,741500.0
2897.9,2,2.3,5.02,2004,2,733300.0
1693.6,1,2.0,3.29,2002,1,454900.0
1806.1,3,2.8,8.43,1968,1,619200.0
2142.9,4,3.5,5.37,1984,3,692600.0
2167.2,3,3.1,5.89,2015,2,686400.0
2329.3,2,2.4,3.74,1975,2,613600.0
3005.1,3,3.1,2.64,1969,0,673700.0
1911.5,2,2.5,1.77,1970,1,484300.0
1600.9,1,1.6,7.43,1990,2,571500.0
1310.3,4,3.7,2.77,2023,1,439800.0
1634.5,3,3.1,7.21,1971,1,564900.0
1983.4,4,4.5,4.51,2019,2,658500.0
2897.3,1,1.7,4.74,1990,1,719100.0
1741.2,4,3.9,5.22,1973,2,571000.0
2111.9,3,3.3,4.31,2010,2,627900.0
1991.8,3,3.7,1.91,2003,1,531000.0
2594.2,3,3.0,3.79,1991,2,689100.0
3263.5,4,4.2,6.97,2009,0,929300.0
1734.6,3,3.5,6.99,2012,2,624100.0
1755.3,3,3.4,3.58,1976,1,529000.0
2522.1,5,4.3,5.14,1994,0,724600.0
2340.9,4,4.2,2.74,1960,2,607600.0
2923.4,3,2.8,2.89,1988,1,721800.0
2292.0,3,3.3,1.21,2010,3,611200.0
1820.4,3,3.5,9.07,2023,1,714600.0
2295.3,2,2.2,2.9,2020,1,580200.0
2554.4,3,3.6,3.05,1963,2,639600.0
2410.2,4,3.5,3.52,1982,1,663700.0
2253.6,4,4.3,2.15,1987,1,603100.0
2533.3,2,2.5,6.75,1975,2,700700.0
2584.6,3,3.0,1.68,2022,2,664600.0
2691.1,2,2.1,2.21,1971,2,612900.0
2324.4,5,5.2,6.8,2012,3,824400.0
1916.4,5,4.3,4.06,1980,1,622200.0
2073.4,3,2.9,7.37,2004,2,701600.0
2603.3,4,3.8,6.02,1976,1,767800.0
1591.5,3,3.4,3.3,1999,2,507100.0
2184.3,3,3.3,6.86,1972,1,680300.0
1803.3,1,1.4,2.05,2011,3,500500.0
2014.4,3,3.0,5.83,2017,2,658600.0
2639.2,3,3.0,4.93,1991,3,730400.0
2095.5,3,3.0,3.41,1996,2,566700.0
2023.2,3,3.2,6.44,2009,3,676400.0
1320.1,4,4.2,8.84,1974,2,612600.0
2373.1,2,2.2,9.99,1971,1,766300.0
2322.7,3,3.1,6.47,2020,1,727600.0
3081.6,3,3.1,4.64,2008,1,793200.0
1846.1,3,3.7,3.03,2016,0,512500.0
2109.6,3,3.7,3.31,1974,2,575700.0
2124.7,2,2.8,5.32,1993,2,620800.0
2788.7,2,2.2,4.31,1965,2,685300.0
1952.4,3,2.8,9.22,1976,3,712700.0
2139.5,3,3.1,4.31,2007,3,672600.0
2303.9,2,2.3,4.36,2008,1,631600.0
2093.3,3,3.3,4.45,2016,1,624200.0
1776.8,3,3.5,8.53,1979,1,641400.0
2097.0,3,3.6,6.86,1968,1,655400.0
2536.8,4,4.3,6.53,2018,2,785400.0
1486.7,2,2.4,4.01,1964,2,451600.0
2066.5,1,1.9,8.36,1982,2,663200.0
1649.9,4,3.8,1.35,1992,2,485000.0
2597.5,3,2.8,8.84,1997,2,823500.0
1238.4,3,3.5,5.61,2015,0,500800.0
1720.5,4,3.5,4.58,1973,2,530100.0
2188.6,4,3.9,5.47,1976,1,670000.0
2782.8,5,4.6,7.01,2016,1,851000.0
1967.1,3,3.4,1.11,1978,0,465700.0
1722.4,3,3.5,8.84,1992,1,637200.0
2940.6,3,3.1,5.02,1960,1,753500.0
1276.0,2,2.8,4.09,1972,1,411700.0
900.6,3,3.0,2.24,2005,2,330000.0
2220.0,2,2.4,4.96,1986,2,630300.0
1749.0,4,4.2,5.47,1965,1,554300.0
1489.4,3,3.4,4.63,2018,0,518200.0
2354.2,3,3.7,7.11,1965,2,718400.0
2121.9,3,3.0,4.79,1992,0,621500.0
1718.0,1,1.9,9.65,1989,3,668300.0
1359.8,1,1.9,6.39,2005,2,477900.0
2436.2,3,3.7,8.27,1994,1,771000.0
2325.1,1,1.4,1.98,1982,1,523400.0
1950.4,3,3.5,4.58,1969,0,566200.0
2923.3,4,4.1,4.03,2010,1,789400.0
1465.0,4,3.8,6.13,1978,0,531500.0
1237.2,3,3.2,8.75,2010,2,578200.0
1654.0,2,2.3,1.71,1987,1,412800.0
1977.2,4,4.1,1.65,1982,2,558800.0
2121.7,4,4.4,8.65,1963,2,740300.0
1879.4,2,2.6,2.92,1979,1,511300.0
2176.0,3,3.4,7.02,1978,0,662700.0
1374.2,2,2.5,5.89,2001,0,477500.0
2721.9,4,3.6,8.5,1986,0,810200.0
1958.9,5,4.5,2.13,2016,2,604900.0
2558.6,1,1.7,2.17,1993,1,571000.0
2171.4,4,3.8,6.01,1963,2,696900.0
2228.4,3,2.9,9.52,2015,1,753200.0
2284.9,5,4.8,4.73,1997,1,706000.0
2223.9,3,3.1,3.94,2021,2,673400.0
2321.4,4,3.8,6.46,1966,2,718700.0
2664.6,1,1.7,9.37,2007,1,799600.0
2098.3,2,2.1,8.53,2020,0,679700.0
2354.5,1,2.2,9.96,1966,2,718300.0
1955.1,5,5.1,1.2,2009,1,579000.0
2720.1,4,4.2,2.02,2011,1,723800.0
1661.8,4,3.6,6.49,1985,2,597900.0
2900.5,4,4.3,8.39,1985,1,856200.0
1979.9,1,2.1,3.57,2013,2,511300.0
1284.6,3,3.5,3.15,1978,2,416700.0
2064.1,1,1.4,8.08,1968,2,630100.0
1659.5,2,2.6,1.51,2020,2,489600.0
2420.3,2,2.8,4.32,1979,2,652700.0
1673.7,3,3.3,5.55,2001,2,582000.0
1776.9,2,2.6,6.04,2004,2,581300.0
1055.2,2,2.5,7.56,2009,1,479300.0
1773.8,2,2.5,4.19,1975,1,527200.0
788.1,2,2.0,6.51,2013,2,424100.0
1208.0,5,4.9,6.27,1976,2,509200.0
2380.2,4,3.6,5.93,1981,0,686500.0
2392.9,5,4.7,6.76,1972,2,748000.0
2212.7,3,3.0,3.34,1971,0,563300.0
1516.5,2,2.5,1.76,1969,2,412700.0
1976.1,4,3.6,2.07,1960,2,529100.0
1998.2,2,2.7,3.02,1991,3,551300.0
1420.8,2,2.8,5.5,1989,0,499800.0
2751.7,2,2.2,8.56,1967,2,781000.0
2438.7,2,2.1,7.31,1980,1,730900.0
1889.5,2,2.1,8.1,1981,1,614600.0
2013.4,3,3.6,4.16,1977,0,569500.0
2104.2,3,3.3,4.64,1961,2,596000.0
979.1,1,1.7,4.54,2007,1,374700.0
1876.4,2,2.1,2.73,2003,0,502200.0
1659.0,4,4.1,1.55,1968,2,479500.0
1499.2,2,2.9,6.32,1962,2,502900.0
1859.4,2,2.8,9.9,2013,2,691400.0
2898.8,4,4.1,2.5,1985,3,781100.0
2320.4,2,2.1,1.42,1980,1,527100.0
1714.4,1,1.4,8.02,1989,3,604500.0
2286.3,3,2.8,3.27,1987,2,589400.0
2699.7,2,2.3,8.47,1995,1,789000.0
2462.3,3,2.9,7.34,1985,1,734500.0
2029.8,4,3.8,9.51,1993,1,752200.0
1676.5,2,2.4,4.68,1967,1,452300.0
2349.1,3,3.7,6.96,1969,2,715900.0
2196.7,3,3.4,5.18,2007,2,651200.0
2447.6,2,2.8,6.68,2014,2,739100.0
2317.6,3,3.5,5.05,2002,2,668400.0
2524.8,2,2.1,2.7,2009,0,603500.0
1732.4,3,3.5,5.57,2013,2,596400.0
2658.7,1,1.5,5.76,1973,1,660100.0
2098.8,3,3.4,8.3,1999,3,725000.0
3037.6,2,2.3,7.62,2014,0,820200.0
1655.4,4,4.5,6.97,1974,3,600000.0
2868.0,1,1.5,2.02,1976,0,627800.0
2099.0,3,3.0,7.49,2012,1,678100.0
1674.3,3,3.7,5.5,1977,0,539300.0
1758.1,3,2.8,9.05,1991,2,677300.0
1839.8,3,3.4,9.28,1997,2,689300.0
2212.1,3,3.5,1.5,1982,1,537800.0
2261.4,4,4.3,8.39,2021,3,810500.0
1713.1,4,4.5,1.34,2005,2,528600.0
1987.8,2,3.0,4.3,1982,2,551500.0
3071.1,3,2.8,5.88,1994,2,823400.0
2863.8,4,4.3,2.33,1998,1,699800.0
2218.2,5,4.9,7.72,1974,1,741300.0
2019.0,4,4.1,1.08,2012,3,571600.0
2060.0,3,2.9,2.52,1983,3,549100.0
2306.8,2,2.7,6.23,2023,3,706800.0
1488.6,3,3.7,7.43,2022,3,601600.0
1871.3,3,3.7,9.25,1987,0,680200.0
1165.7,3,3.2,7.35,1975,2,524800.0
2199.6,3,2.8,7.05,1975,1,656200.0
2323.6,4,3.9,4.55,1999,3,690600.0
1758.4,3,3.6,1.01,1998,1,477900.0
2787.0,4,4.2,2.08,1965,2,706300.0
1387.1,3,3.2,5.81,1961,2,476800.0
1267.8,2,2.1,7.08,2013,1,510200.0
2112.2,3,3.2,4.76,1972,0,596400.0
2523.5,4,4.0,7.58,2003,2,804500.0
2842.0,2,2.9,5.7,2006,2,738400.0
1770.6,2,2.6,1.67,2018,0,475500.0
2539.3,5,4.6,2.73,1968,2,704700.0
1980.7,2,2.5,8.56,2022,2,701900.0
1913.7,3,2.8,7.52,1993,1,632100.0
2441.8,3,3.7,9.05,1976,1,770400.0
2326.2,3,3.1,2.06,1986,2,619700.0
1211.8,3,3.2,9.91,1988,2,605400.0
2738.3,2,2.4,2.88,1996,2,682200.0
2690.0,3,3.4,1.11,2002,2,656600.0
1687.2,3,3.4,9.98,1981,0,645800.0
2197.9,3,3.5,3.53,2010,1,617900.0
2247.0,2,2.3,7.01,2023,1,696600.0
2130.3,3,3.1,2.59,1983,1,567100.0
1724.8,2,2.1,6.22,1966,2,568700.0
1664.2,2,2.7,9.14,1993,3,663500.0
1987.2,2,2.0,3.88,2007,1,535100.0
2586.4,2,2.6,7.03,1971,1,724700.0
2271.8,4,4.4,2.69,1982,2,637700.0
1814.7,2,2.9,6.62,1974,2,597500.0
2385.8,4,3.9,4.03,2022,2,697100.0
600.0,5,4.7,2.9,1992,2,401200.0
2574.4,3,2.8,3.82,2016,2,683100.0
1130.1,2,2.7,2.61,1972,2,344400.0
1818.8,3,3.6,9.12,1982,0,664600.0
1440.2,4,3.7,4.57,1997,1,549300.0
1352.7,3,3.2,3.21,1991,1,429300.0
2580.4,1,2.1,5.04,2004,2,681800.0
1766.1,3,3.6,3.88,2009,3,588600.0
2173.3,4,3.7,7.7,1994,2,735000.0
1976.5,4,4.1,9.74,1960,0,703500.0
2238.5,2,2.2,4.94,2006,1,638200.0
2038.4,3,2.9,8.75,2017,1,725100.0
1358.5,2,2.9,6.09,2004,1,522300.0
2498.1,2,2.8,2.42,1964,2,616200.0
1753.1,4,4.3,7.22,2016,3,687000.0
1221.7,2,2.0,5.62,1972,3,458400.0
1785.9,2,2.8,6.86,2013,2,622100.0
2750.4,1,1.7,9.01,1964,2,786200.0
2425.1,4,3.8,4.96,2019,2,734200.0
1825.7,4,4.0,9.11,1991,1,699200.0
1825.4,3,2.8,7.76,2010,2,679000.0
1839.2,4,4.3,5.4,1980,2,636300.0
3038.4,2,2.6,6.43,1983,2,784600.0
2191.0,3,2.9,3.93,2023,1,633000.0
2215.0,3,2.9,9.85,2019,1,771700.0
2515.1,1,1.4,7.01,1977,1,678600.0
2119.4,3,2.8,1.39,1980,3,547000.0
1870.5,4,4.1,3.94,2013,1,606800.0
1901.8,1,2.1,6.61,1969,2,573300.0
1964.2,2,2.0,1.51,1983,2,454900.0
1981.4,2,2.0,1.21,1999,1,467700.0
2363.8,2,2.6,5.05,2006,2,683200.0
2026.0,4,4.3,3.99,1980,2,571000.0
2366.3,3,3.1,4.94,1984,1,678800.0
1959.6,3,3.1,3.36,2011,3,597700.0
2039.3,4,4.1,2.48,2019,1,615300.0
1000.9,2,2.3,7.2,2016,0,459600.0
2458.2,3,2.8,5.63,2018,2,697300.0
2173.2,3,3.5,2.8,2023,2,625100.0
2499.0,3,3.4,3.88,1982,3,699200.0
600.0,5,4.8,6.33,1981,2,449400.0
3044.2,4,4.2,1.65,1963,3,722100.0
1930.2,3,3.4,2.33,1993,2,539100.0
2554.1,4,3.7,1.66,2015,2,661600.0
1480.0,2,2.4,8.31,1965,2,544700.0
2306.4,1,1.4,7.77,1987,1,687200.0
1473.3,2,2.1,7.78,1990,3,550900.0
1688.1,2,2.7,7.45,1994,1,576200.0
2957.0,3,3.6,7.02,1998,2,829900.0
1904.7,3,3.7,5.29,2001,1,585000.0
2108.7,4,4.1,6.78,1982,2,698100.0
2435.0,3,2.9,1.35,1965,1,583200.0
2247.8,3,2.9,6.59,1975,0,658500.0
2075.2,1,2.1,8.0,1961,2,612000.0
2182.5,1,1.8,5.5,1983,1,608000.0
